@relation 'rad-nor-weka.filters.unsupervised.attribute.Remove-V-R248,394,426,362-363,320,343,340,347,427,283,395,250,220,277,464,439,279,386,384,465,368,289,467,278,307,370,434,402,324,418,416,282,448,450,378,410,442,401,433,369,400,315,323,461,235,157,407,432,286,280,86,223,389,463,260,339,120,128,147-148,115-117,149,119,118,122,146,145,135-136,126,134,133,132,130,127,131,125,138-139,144,121,143,129,142,124,140,123,141,137,474,150,191,190,192,195,193,189,188,187,186,183-185,194,196,151,206,205,207,197,208,204,203,202,201,198-200,182,181,180,161,160,163,179,164,159,158,156,155,152-154,165-167,174,176-178,175,173,168,172,169-171,162,99,114,39,38,40,113,41,37,36,35,34,31-33,42-44,51,53-55,52,50,45,49,46-48,30,29,28,8,10-12,9,7,14,6,3-5,13,15,27,22,24-26,23,21,16,20,17-19,56-58,94,96-98,95,93,100,92,89-91,210,101,87,108,110-112,109,107,102,106,103-105,88,85,59,65,67-69,66,64,71,63,60-62,70,72,84,79,81-83,80,78,73,77,74-76,209,238,211,376,379-381,377,375,212,374,371-373,382-383,385,387,397-399,396,393,392,388,390-391,367,366,365,350,345-346,348,344,342,341,336-338,349,351,364,352,359-361,358,357,356,353-355,403-405,456,452-454,451,449,447,444-446,455,457,441,458,470-472,469,468,466,459-460,462,443,440,406,421,415,417,419,414,413,412,408-409,411,420,422,438,423,435-437,431,430,429,424-425,428,335,334,333,254,249,251-252,247,246,245,242-244,253,255,240,256,264-266,263,262,261,257-259,241,239,268,225,219,221-222,218,217,216,213-215,224,226,473,227,234,236-237,233,232,231,228-230,267,269,332,317,312-314,311,310,309,305-306,308,316,318,303,319,329-331,328,327,326,321-322,325,304,302,270,288,281,284-285,276,275,274,271-273,287,290,301,291,298-300,297,296,295,292-294,2,1'

@attribute pers_pron29 numeric
@attribute punct_freq_dist_chars1 numeric
@attribute punct_freq_dist_words1 numeric
@attribute punct_freq_dist_puncts1 numeric
@attribute punct_freq_dist_puncts2 numeric
@attribute char_freq_disth numeric
@attribute char_freq_distī numeric
@attribute char_freq_distā numeric
@attribute char_freq_distū numeric
@attribute punct_freq_dist_words2 numeric
@attribute char_freq_dist6 numeric
@attribute punct_freq_dist_chars2 numeric
@attribute pers_pron31 numeric
@attribute pers_pron1 numeric
@attribute char_freq_dist0 numeric
@attribute funct_words numeric
@attribute punct_freq_dist_words14 numeric
@attribute char_freq_dist2 numeric
@attribute punct_freq_dist_puncts25 numeric
@attribute punct_freq_dist_puncts23 numeric
@attribute det_n numeric
@attribute punct_freq_dist_puncts7 numeric
@attribute char_freq_distC numeric
@attribute comps numeric
@attribute char_freq_dist1 numeric
@attribute char_freq_distU numeric
@attribute punct_freq_dist_puncts9 numeric
@attribute punct_freq_dist_words9 numeric
@attribute punct_freq_dist_chars9 numeric
@attribute char_freq_distl numeric
@attribute punct_freq_dist_chars25 numeric
@attribute punct_freq_dist_chars23 numeric
@attribute char_freq_dist5 numeric
@attribute punct_freq_dist_words23 numeric
@attribute punct_freq_dist_words25 numeric
@attribute punct_freq_dist_puncts17 numeric
@attribute punct_freq_dist_chars17 numeric
@attribute punct_freq_dist_words17 numeric
@attribute punct_freq_dist_chars8 numeric
@attribute punct_freq_dist_words8 numeric
@attribute punct_freq_dist_puncts8 numeric
@attribute punct_freq_dist_chars7 numeric
@attribute char_freq_distc numeric
@attribute char_freq_distk numeric
@attribute rad_dict numeric
@attribute pers_pron16 numeric
@attribute av_word_len numeric
@attribute punct_freq_dist_chars14 numeric
@attribute punct_freq_dist_words7 numeric
@attribute char_freq_dist9 numeric
@attribute char_freq_dist3 numeric
@attribute sent_len_dist_chars80 numeric
@attribute pers_pron4 numeric
@attribute punct_freq_dist_puncts28 numeric
@attribute jihadlist numeric
@attribute pers_pron41 numeric
@attribute char_freq_distĀ numeric
@attribute sent_len_dist_chars114 numeric
@attribute sent_len_dist_chars122 numeric
@attribute sent_len_dist_chars141 numeric
@attribute sent_len_dist_chars142 numeric
@attribute sent_len_dist_chars109 numeric
@attribute sent_len_dist_chars110 numeric
@attribute sent_len_dist_chars111 numeric
@attribute sent_len_dist_chars143 numeric
@attribute sent_len_dist_chars113 numeric
@attribute sent_len_dist_chars112 numeric
@attribute sent_len_dist_chars116 numeric
@attribute sent_len_dist_chars140 numeric
@attribute sent_len_dist_chars139 numeric
@attribute sent_len_dist_chars129 numeric
@attribute sent_len_dist_chars130 numeric
@attribute sent_len_dist_chars120 numeric
@attribute sent_len_dist_chars128 numeric
@attribute sent_len_dist_chars127 numeric
@attribute sent_len_dist_chars126 numeric
@attribute sent_len_dist_chars124 numeric
@attribute sent_len_dist_chars121 numeric
@attribute sent_len_dist_chars125 numeric
@attribute sent_len_dist_chars119 numeric
@attribute sent_len_dist_chars132 numeric
@attribute sent_len_dist_chars133 numeric
@attribute sent_len_dist_chars138 numeric
@attribute sent_len_dist_chars115 numeric
@attribute sent_len_dist_chars137 numeric
@attribute sent_len_dist_chars123 numeric
@attribute sent_len_dist_chars136 numeric
@attribute sent_len_dist_chars118 numeric
@attribute sent_len_dist_chars134 numeric
@attribute sent_len_dist_chars117 numeric
@attribute sent_len_dist_chars135 numeric
@attribute sent_len_dist_chars131 numeric
@attribute ne_total numeric
@attribute sent_len_dist_chars144 numeric
@attribute pos_freq_distWDT numeric
@attribute pos_freq_distVBZ numeric
@attribute pos_freq_distWP numeric
@attribute word_len_dist_chars-6 numeric
@attribute pos_freq_distWP$ numeric
@attribute pos_freq_distVBP numeric
@attribute pos_freq_distVBN numeric
@attribute pos_freq_distVBG numeric
@attribute pos_freq_distVBD numeric
@attribute pos_freq_distTO numeric
@attribute pos_freq_distUH numeric
@attribute pos_freq_distVB numeric
@attribute pos_freq_distWRB numeric
@attribute word_len_dist_chars-5 numeric
@attribute sent_len_dist_chars145 numeric
@attribute word_len_dist_chars5 numeric
@attribute word_len_dist_chars4 numeric
@attribute word_len_dist_chars6 numeric
@attribute word_len_dist_chars-4 numeric
@attribute word_len_dist_chars7 numeric
@attribute word_len_dist_chars3 numeric
@attribute word_len_dist_chars2 numeric
@attribute word_len_dist_chars1 numeric
@attribute word_len_dist_chars0 numeric
@attribute word_len_dist_chars-3 numeric
@attribute word_len_dist_chars-2 numeric
@attribute word_len_dist_chars-1 numeric
@attribute pos_freq_distSYM numeric
@attribute pos_freq_distRP numeric
@attribute pos_freq_distRBS numeric
@attribute pos_freq_distDT numeric
@attribute pos_freq_distCD numeric
@attribute pos_freq_distFW numeric
@attribute pos_freq_distRBR numeric
@attribute pos_freq_distIN numeric
@attribute pos_freq_distCC numeric
@attribute av_word_len_wo_stops numeric
@attribute num_word_wo_stops numeric
@attribute num_word numeric
@attribute sent_len_dist_chars146 numeric
@attribute sent_len_dist_chars147 numeric
@attribute sent_len_dist_chars148 numeric
@attribute pos_freq_distJJ numeric
@attribute pos_freq_distJJR numeric
@attribute pos_freq_distJJS numeric
@attribute pos_freq_distPDT numeric
@attribute pos_freq_distPRP numeric
@attribute pos_freq_distPRP$ numeric
@attribute pos_freq_distRB numeric
@attribute pos_freq_distPOS numeric
@attribute pos_freq_distNNPS numeric
@attribute pos_freq_distLS numeric
@attribute pos_freq_distNNP numeric
@attribute pos_freq_distMD numeric
@attribute pos_freq_distNN numeric
@attribute pos_freq_distNNS numeric
@attribute pos_freq_distEX numeric
@attribute sent_len_dist_chars93 numeric
@attribute sent_len_dist_chars108 numeric
@attribute sent_len_dist_chars33 numeric
@attribute sent_len_dist_chars32 numeric
@attribute sent_len_dist_chars34 numeric
@attribute sent_len_dist_chars107 numeric
@attribute sent_len_dist_chars35 numeric
@attribute sent_len_dist_chars31 numeric
@attribute sent_len_dist_chars30 numeric
@attribute sent_len_dist_chars29 numeric
@attribute sent_len_dist_words32 numeric
@attribute sent_len_dist_words29 numeric
@attribute sent_len_dist_words30 numeric
@attribute sent_len_dist_words31 numeric
@attribute sent_len_dist_chars36 numeric
@attribute sent_len_dist_chars37 numeric
@attribute sent_len_dist_chars38 numeric
@attribute sent_len_dist_chars45 numeric
@attribute sent_len_dist_chars47 numeric
@attribute sent_len_dist_chars48 numeric
@attribute sent_len_dist_chars49 numeric
@attribute sent_len_dist_chars46 numeric
@attribute sent_len_dist_chars44 numeric
@attribute sent_len_dist_chars39 numeric
@attribute sent_len_dist_chars43 numeric
@attribute sent_len_dist_chars40 numeric
@attribute sent_len_dist_chars41 numeric
@attribute sent_len_dist_chars42 numeric
@attribute sent_len_dist_words28 numeric
@attribute sent_len_dist_words27 numeric
@attribute sent_len_dist_words26 numeric
@attribute sent_len_dist_words6 numeric
@attribute sent_len_dist_words8 numeric
@attribute sent_len_dist_words9 numeric
@attribute sent_len_dist_words10 numeric
@attribute sent_len_dist_words7 numeric
@attribute sent_len_dist_words5 numeric
@attribute sent_len_dist_words12 numeric
@attribute sent_len_dist_words4 numeric
@attribute av_sent_len_words numeric
@attribute av_sent_len_chars numeric
@attribute sent_len_dist_words3 numeric
@attribute sent_len_dist_words11 numeric
@attribute sent_len_dist_words13 numeric
@attribute sent_len_dist_words25 numeric
@attribute sent_len_dist_words20 numeric
@attribute sent_len_dist_words22 numeric
@attribute sent_len_dist_words23 numeric
@attribute sent_len_dist_words24 numeric
@attribute sent_len_dist_words21 numeric
@attribute sent_len_dist_words19 numeric
@attribute sent_len_dist_words14 numeric
@attribute sent_len_dist_words18 numeric
@attribute sent_len_dist_words15 numeric
@attribute sent_len_dist_words16 numeric
@attribute sent_len_dist_words17 numeric
@attribute sent_len_dist_chars50 numeric
@attribute sent_len_dist_chars51 numeric
@attribute sent_len_dist_chars52 numeric
@attribute sent_len_dist_chars88 numeric
@attribute sent_len_dist_chars90 numeric
@attribute sent_len_dist_chars91 numeric
@attribute sent_len_dist_chars92 numeric
@attribute sent_len_dist_chars89 numeric
@attribute sent_len_dist_chars87 numeric
@attribute sent_len_dist_chars94 numeric
@attribute sent_len_dist_chars86 numeric
@attribute sent_len_dist_chars83 numeric
@attribute sent_len_dist_chars84 numeric
@attribute sent_len_dist_chars85 numeric
@attribute word_len_dist_chars9 numeric
@attribute sent_len_dist_chars95 numeric
@attribute sent_len_dist_chars81 numeric
@attribute sent_len_dist_chars102 numeric
@attribute sent_len_dist_chars104 numeric
@attribute sent_len_dist_chars105 numeric
@attribute sent_len_dist_chars106 numeric
@attribute sent_len_dist_chars103 numeric
@attribute sent_len_dist_chars101 numeric
@attribute sent_len_dist_chars96 numeric
@attribute sent_len_dist_chars100 numeric
@attribute sent_len_dist_chars97 numeric
@attribute sent_len_dist_chars98 numeric
@attribute sent_len_dist_chars99 numeric
@attribute sent_len_dist_chars82 numeric
@attribute sent_len_dist_chars79 numeric
@attribute sent_len_dist_chars53 numeric
@attribute sent_len_dist_chars59 numeric
@attribute sent_len_dist_chars61 numeric
@attribute sent_len_dist_chars62 numeric
@attribute sent_len_dist_chars63 numeric
@attribute sent_len_dist_chars60 numeric
@attribute sent_len_dist_chars58 numeric
@attribute sent_len_dist_chars65 numeric
@attribute sent_len_dist_chars57 numeric
@attribute sent_len_dist_chars54 numeric
@attribute sent_len_dist_chars55 numeric
@attribute sent_len_dist_chars56 numeric
@attribute sent_len_dist_chars64 numeric
@attribute sent_len_dist_chars66 numeric
@attribute sent_len_dist_chars78 numeric
@attribute sent_len_dist_chars73 numeric
@attribute sent_len_dist_chars75 numeric
@attribute sent_len_dist_chars76 numeric
@attribute sent_len_dist_chars77 numeric
@attribute sent_len_dist_chars74 numeric
@attribute sent_len_dist_chars72 numeric
@attribute sent_len_dist_chars67 numeric
@attribute sent_len_dist_chars71 numeric
@attribute sent_len_dist_chars68 numeric
@attribute sent_len_dist_chars69 numeric
@attribute sent_len_dist_chars70 numeric
@attribute word_len_dist_chars8 numeric
@attribute pers_pron19 numeric
@attribute word_len_dist_chars10 numeric
@attribute punct_freq_dist_puncts15 numeric
@attribute punct_freq_dist_puncts18 numeric
@attribute punct_freq_dist_puncts19 numeric
@attribute punct_freq_dist_puncts20 numeric
@attribute punct_freq_dist_puncts16 numeric
@attribute punct_freq_dist_puncts14 numeric
@attribute word_len_dist_chars11 numeric
@attribute punct_freq_dist_puncts13 numeric
@attribute punct_freq_dist_puncts10 numeric
@attribute punct_freq_dist_puncts11 numeric
@attribute punct_freq_dist_puncts12 numeric
@attribute punct_freq_dist_puncts21 numeric
@attribute punct_freq_dist_puncts22 numeric
@attribute punct_freq_dist_puncts24 numeric
@attribute punct_freq_dist_puncts26 numeric
@attribute punct_freq_dist_chars4 numeric
@attribute punct_freq_dist_chars5 numeric
@attribute punct_freq_dist_chars6 numeric
@attribute punct_freq_dist_chars3 numeric
@attribute punct_freq_dist_puncts32 numeric
@attribute punct_freq_dist_puncts31 numeric
@attribute punct_freq_dist_puncts27 numeric
@attribute punct_freq_dist_puncts29 numeric
@attribute punct_freq_dist_puncts30 numeric
@attribute punct_freq_dist_puncts6 numeric
@attribute punct_freq_dist_puncts5 numeric
@attribute punct_freq_dist_puncts4 numeric
@attribute char_freq_distḍ numeric
@attribute char_freq_distš numeric
@attribute char_freq_distŪ numeric
@attribute char_freq_distǧ numeric
@attribute char_freq_distŠ numeric
@attribute char_freq_distĪ numeric
@attribute char_freq_distġ numeric
@attribute char_freq_distx numeric
@attribute char_freq_disty numeric
@attribute char_freq_distz numeric
@attribute char_freq_distʿ numeric
@attribute char_freq_distḏ numeric
@attribute punct_freq_dist_puncts3 numeric
@attribute char_freq_distḡ numeric
@attribute char_freq_distẓ numeric
@attribute char_freq_dist‘ numeric
@attribute num_punct numeric
@attribute char_freq_distṯ numeric
@attribute char_freq_distṭ numeric
@attribute char_freq_distṣ numeric
@attribute char_freq_distḥ numeric
@attribute char_freq_distḫ numeric
@attribute char_freq_distḵ numeric
@attribute punct_freq_dist_chars10 numeric
@attribute punct_freq_dist_chars11 numeric
@attribute punct_freq_dist_chars12 numeric
@attribute punct_freq_dist_words31 numeric
@attribute punct_freq_dist_words27 numeric
@attribute punct_freq_dist_words28 numeric
@attribute punct_freq_dist_words29 numeric
@attribute punct_freq_dist_words26 numeric
@attribute punct_freq_dist_words24 numeric
@attribute punct_freq_dist_words22 numeric
@attribute punct_freq_dist_words19 numeric
@attribute punct_freq_dist_words20 numeric
@attribute punct_freq_dist_words21 numeric
@attribute punct_freq_dist_words30 numeric
@attribute punct_freq_dist_words32 numeric
@attribute punct_freq_dist_words16 numeric
@attribute voc_richness numeric
@attribute ne_geo_pos numeric
@attribute ne_persons numeric
@attribute ne_locations numeric
@attribute all_adj numeric
@attribute supers numeric
@attribute norms numeric
@attribute higher_needs numeric
@attribute lower_needs numeric
@attribute sentiwordnet numeric
@attribute punct_freq_dist_words18 numeric
@attribute punct_freq_dist_words15 numeric
@attribute punct_freq_dist_chars13 numeric
@attribute punct_freq_dist_chars28 numeric
@attribute punct_freq_dist_chars22 numeric
@attribute punct_freq_dist_chars24 numeric
@attribute punct_freq_dist_chars26 numeric
@attribute punct_freq_dist_chars21 numeric
@attribute punct_freq_dist_chars20 numeric
@attribute punct_freq_dist_chars19 numeric
@attribute punct_freq_dist_chars15 numeric
@attribute punct_freq_dist_chars16 numeric
@attribute punct_freq_dist_chars18 numeric
@attribute punct_freq_dist_chars27 numeric
@attribute punct_freq_dist_chars29 numeric
@attribute punct_freq_dist_words13 numeric
@attribute punct_freq_dist_chars30 numeric
@attribute punct_freq_dist_words10 numeric
@attribute punct_freq_dist_words11 numeric
@attribute punct_freq_dist_words12 numeric
@attribute punct_freq_dist_words6 numeric
@attribute punct_freq_dist_words5 numeric
@attribute punct_freq_dist_words4 numeric
@attribute punct_freq_dist_chars31 numeric
@attribute punct_freq_dist_chars32 numeric
@attribute punct_freq_dist_words3 numeric
@attribute char_freq_distw numeric
@attribute char_freq_distv numeric
@attribute char_freq_distu numeric
@attribute pers_pron35 numeric
@attribute pers_pron30 numeric
@attribute pers_pron32 numeric
@attribute pers_pron33 numeric
@attribute pers_pron28 numeric
@attribute pers_pron27 numeric
@attribute pers_pron26 numeric
@attribute pers_pron23 numeric
@attribute pers_pron24 numeric
@attribute pers_pron25 numeric
@attribute pers_pron34 numeric
@attribute pers_pron36 numeric
@attribute pers_pron21 numeric
@attribute pers_pron37 numeric
@attribute pers_pron45 numeric
@attribute pers_pron46 numeric
@attribute pers_pron47 numeric
@attribute pers_pron44 numeric
@attribute pers_pron43 numeric
@attribute pers_pron42 numeric
@attribute pers_pron38 numeric
@attribute pers_pron39 numeric
@attribute pers_pron40 numeric
@attribute pers_pron22 numeric
@attribute pers_pron20 numeric
@attribute pers_pron49 numeric
@attribute pers_pron6 numeric
@attribute word_len_dist_chars18 numeric
@attribute pers_pron2 numeric
@attribute pers_pron3 numeric
@attribute word_len_dist_chars17 numeric
@attribute word_len_dist_chars16 numeric
@attribute word_len_dist_chars15 numeric
@attribute word_len_dist_chars12 numeric
@attribute word_len_dist_chars13 numeric
@attribute word_len_dist_chars14 numeric
@attribute pers_pron5 numeric
@attribute pers_pron7 numeric
@attribute ne_organizations numeric
@attribute pers_pron8 numeric
@attribute pers_pron15 numeric
@attribute pers_pron17 numeric
@attribute pers_pron18 numeric
@attribute pers_pron14 numeric
@attribute pers_pron13 numeric
@attribute pers_pron12 numeric
@attribute pers_pron9 numeric
@attribute pers_pron10 numeric
@attribute pers_pron11 numeric
@attribute pers_pron48 numeric
@attribute pers_pron50 numeric
@attribute char_freq_distt numeric
@attribute char_freq_diste numeric
@attribute char_freq_distZ numeric
@attribute char_freq_dista numeric
@attribute char_freq_distb numeric
@attribute char_freq_distY numeric
@attribute char_freq_distX numeric
@attribute char_freq_distW numeric
@attribute char_freq_distS numeric
@attribute char_freq_distT numeric
@attribute char_freq_distV numeric
@attribute char_freq_distd numeric
@attribute char_freq_distf numeric
@attribute char_freq_distQ numeric
@attribute char_freq_distg numeric
@attribute char_freq_distq numeric
@attribute char_freq_distr numeric
@attribute char_freq_dists numeric
@attribute char_freq_distp numeric
@attribute char_freq_disto numeric
@attribute char_freq_distn numeric
@attribute char_freq_disti numeric
@attribute char_freq_distj numeric
@attribute char_freq_distm numeric
@attribute char_freq_distR numeric
@attribute char_freq_distP numeric
@attribute tense_VB numeric
@attribute char_freq_distB numeric
@attribute char_freq_dist4 numeric
@attribute char_freq_dist7 numeric
@attribute char_freq_dist8 numeric
@attribute num_char numeric
@attribute tense_VBZ numeric
@attribute tense_VBP numeric
@attribute tense_VBD numeric
@attribute tense_VBG numeric
@attribute tense_VBN numeric
@attribute char_freq_distA numeric
@attribute char_freq_distD numeric
@attribute char_freq_distO numeric
@attribute char_freq_distE numeric
@attribute char_freq_distL numeric
@attribute char_freq_distM numeric
@attribute char_freq_distN numeric
@attribute char_freq_distK numeric
@attribute char_freq_distJ numeric
@attribute char_freq_distI numeric
@attribute char_freq_distF numeric
@attribute char_freq_distG numeric
@attribute char_freq_distH numeric
@attribute num_sent numeric
@attribute class {nor,rad}

@data
0.006472,0,0,0,0.244898,0.043564,0,0,0,0.038835,0.00132,0.007921,0,0.119741,0.009241,29.329609,0.058252,0.00396,0,0,7.282913,0,0.007261,0.560224,0.00462,0.00066,0,0,0,0.033003,0,0,0.00066,0,0,0,0,0,0,0,0,0,0.024422,0.011881,0.837989,0,4.902913,0.011881,0,0.00132,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0,0.058824,0,0.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.979798,198,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0.058824,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0.117647,0.058824,0.058824,0,0.058824,0.058824,0,0,0,18.176471,89.117647,0,0.117647,0,0,0.117647,0.058824,0,0,0,0.058824,0.058824,0,0,0,0.117647,0,0,0,0,0.058824,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0.058824,0,0,0.058824,0,0.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0,0,0,0,0,0.367347,0,0.020408,0,0,0.346939,0,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0.020408,0,0,0,0,0,0,0,0.00198,0.020462,0.00066,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0.011221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51676,0.02,0.023333,0,8.403361,0.280112,7.563025,0.27933,2.793296,0.01777,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0.003236,0,0,0,0.055016,0,0,0.003236,0,0,0,0.023762,0.005281,0.018482,0,0,0,0,0,0,0,0,0,0.009709,0,0,0,0.006472,0,0,0,0,0,0,0.019417,0,0,0,0.016181,0,0,0,0,0,0,0,0,0,0,0,0.022654,0,0.013333,0,0.035599,0.003236,0,0,0,0,0,0,0,0,0,0.083828,0.122772,0,0.073927,0.014521,0.00198,0,0.00198,0.0033,0.006601,0.00132,0.037624,0.021782,0,0.015182,0.00066,0.072607,0.057426,0.019802,0.070627,0.064686,0.065347,0.00132,0.018482,0.00066,0,0,0.00066,0.00264,0.00066,0,1515,0,0,0,0,0,0.00264,0,0.00066,0,0.00132,0.00396,0.00462,0,0,0.00396,0.00132,0,0,17,nor
0.004878,0,0,0,0.27,0.042975,0,0,0,0.043902,0.000331,0.008926,0,0.094309,0.001653,34.125874,0.035772,0,0.06,0.06,6.993007,0.02,0.001322,0.27972,0,0.003306,0,0,0,0.032066,0.001983,0.001983,0,0.009756,0.009756,0,0,0,0,0,0,0.000661,0.027769,0.00562,1.118881,0,4.918699,0.007273,0.003252,0,0.000661,0,0,0,0,0,0,0,0.045455,0,0,0,0,0,0,0.045455,0,0,0,0,0,0,0,0,0,0.045455,0,0,0,0,0.045455,0,0,0,0.045455,0,0,0.045455,0,0,0,0,0.082508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.380165,363,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455,0.045455,0.045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455,0,0.136364,0.045455,0,0,0.045455,0,0.045455,0,0,0,27.954545,137.5,0,0,0.090909,0,0,0.045455,0,0.045455,0.045455,0,0,0,0.045455,0.045455,0,0,0,0,0,0,0,0,0.045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455,0,0,0,0,0,0.045455,0,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.22,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001983,0.018512,0.000331,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.01124,0,0,0,0,0,0,0,0,0,0,0,0,0.004878,0.39021,0.014851,0.014851,0.006601,14.125874,0.13986,13.706294,0,2.097902,-0.013292,0,0,0,0,0,0,0,0,0,0,0,0.000992,0,0,0,0,0,0,0,0.055285,0,0,0,0,0,0,0.011901,0.006281,0.030744,0,0,0,0,0,0,0,0.001626,0,0,0,0,0.003252,0.01626,0,0,0,0,0,0,0.014634,0,0,0,0.02439,0,0.001626,0,0,0,0,0,0,0,0,0,0.00813,0,0.046205,0,0.037398,0.009756,0,0,0,0,0,0,0,0,0,0.083967,0.113388,0,0.084298,0.006612,0,0.000661,0.002314,0.009587,0.001983,0,0.036694,0.014876,0,0.019504,0.000331,0.066446,0.067769,0.020826,0.079669,0.075702,0.071074,0.001322,0.020496,0.001322,0.004959,0,0.000331,0,0,0,3025,0,0,0,0,0,0.001983,0.001322,0.000331,0,0,0.003306,0.004959,0.007273,0.001322,0.000661,0.000992,0.000992,0,22,nor
0.003252,0,0,0,0.077922,0.050668,0,0,0,0.009756,0.000171,0.002054,0.002439,0.104065,0.000514,39.017341,0.054472,0,0,0,8.67052,0.012987,0.002225,0.650289,0.000342,0.001027,0.006494,0.000813,0.000171,0.040397,0,0,0,0,0,0,0,0,0.000171,0.000813,0.006494,0.000342,0.029442,0.00736,1.011561,0.003252,4.749593,0.011469,0.001626,0.000171,0,0.028986,0.000813,0,0,0,0,0,0,0.014493,0,0,0.014493,0.014493,0,0,0,0.014493,0,0,0.014493,0,0,0,0,0.014493,0,0.014493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.196193,683,1230,0,0,0.014493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014493,0,0.014493,0,0,0,0,0,0,0.014493,0,0.028986,0,0.014493,0,0.028986,0.014493,0.014493,0.014493,0.028986,0.014493,0,0,0,0.014493,0,0.014493,0,0.028986,0.101449,0.072464,0.014493,0.043478,0.028986,0.043478,0.028986,0.014493,0,17.826087,84.666667,0.028986,0.057971,0.057971,0,0.028986,0.043478,0,0.043478,0.028986,0,0.014493,0.086957,0.028986,0.043478,0.043478,0.028986,0.014493,0,0.014493,0,0.014493,0.014493,0,0,0,0.014493,0.014493,0,0,0,0,0,0.014493,0.014493,0.014493,0.014493,0,0.014493,0,0,0.028986,0,0.014493,0.014493,0,0,0.028986,0.014493,0.014493,0,0,0,0.014493,0,0,0,0,0.028986,0,0.014493,0,0,0,0.014493,0,0,0.014493,0,0,0.014493,0.014493,0,0,0,0,0,0,0,0.006494,0.435065,0.000813,0.084416,0,0,0.357143,0.012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001541,0.017973,0.000514,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0.009415,0,0,0,0,0,0,0,0,0,0.001626,0,0,0.000813,0.351156,0.0175,0.01,0,12.861272,0.216763,11.99422,0.216763,4.479769,0.002258,0,0,0.002225,0,0,0,0,0.000342,0,0,0,0.000171,0,0,0,0.010569,0,0,0,0.044715,0,0,0,0,0,0,0.020712,0.009415,0.028244,0.000813,0,0,0,0,0,0,0.000813,0,0.000813,0,0,0,0.019512,0,0,0.004065,0,0,0,0.014634,0,0,0,0.025203,0,0,0,0,0.000813,0,0,0,0.001626,0,0,0.007317,0,0.021667,0.000813,0.069106,0.005691,0.000813,0,0,0,0,0,0,0,0,0.091065,0.116056,0,0.079938,0.013865,0,0,0.002054,0.002739,0.004279,0.000171,0.030127,0.015406,0,0.023109,0.000685,0.059055,0.06265,0.019856,0.063848,0.068641,0.083704,0.000685,0.027559,0.001198,0.000856,0,0.002225,0,0,0.000171,5842,0,0,0,0,0,0.001027,0.001198,0.001027,0.000856,0.000514,0.002225,0.000856,0.000171,0.000342,0.002225,0.000171,0.000856,0.001027,69,nor
