voc_richness,higher_needs,lower_needs,rad_dict,sentiwordnet,jihadlist
0.5167597765363129,0.27932960893854747,2.793296089385475,0.8379888268156425,0.017769607843137254,0.0
0.3902097902097902,0.0,2.097902097902098,1.118881118881119,-0.013291855203619907,0.0
0.3511560693641618,0.21676300578034682,4.479768786127168,1.0115606936416186,0.0022580645161290325,0.0
0.311025311025311,0.7293007293007293,1.8447018447018446,0.6006006006006006,0.01104761904761906,0.0
0.3016378525932666,0.4549590536851683,1.6833484986351228,0.4094631483166515,0.003094046591889575,0.0
0.4541984732824427,3.816793893129771,1.717557251908397,0.5725190839694656,-0.0042372881355932195,0.0
0.5072115384615384,0.9615384615384616,2.644230769230769,0.9615384615384616,-0.013663967611336033,0.0
0.4074074074074074,0.11947431302270012,4.301075268817204,1.1947431302270013,-0.0017641129032258049,0.0
0.3249872253449157,0.510986203372509,1.8395503321410323,1.481859989780276,0.0021224307417336934,0.0
0.26641137855579866,0.4923413566739606,3.3916849015317285,0.7111597374179431,0.006107834101382492,0.0
0.5151515151515151,1.0101010101010102,1.0101010101010102,0.5050505050505051,-0.022637795275590553,0.0
0.49865229110512127,1.0781671159029649,1.8867924528301887,0.2695417789757412,-0.017883838383838384,0.0
0.41299303944315546,0.3480278422273782,1.9721577726218098,1.6241299303944317,-0.013063524590163935,0.0
0.4666666666666667,0.20202020202020202,2.2222222222222223,1.8181818181818181,-0.012140287769784174,0.0
0.4426807760141093,0.5291005291005291,3.3509700176366843,0.7054673721340388,0.005503144654088049,0.0
0.4846153846153846,0.2564102564102564,0.5128205128205128,0.2564102564102564,0.003941441441441443,0.0
0.41594454072790293,0.5199306759098787,2.7729636048526864,0.5199306759098787,-0.0022189349112426045,0.0
0.48863636363636365,2.272727272727273,3.125,1.1363636363636365,0.007731958762886598,0.0
0.33259749816041206,0.8094186902133922,4.3414275202354675,0.44150110375275936,0.005505660377358494,0.0
0.5,0.546448087431694,1.639344262295082,1.092896174863388,0.01310043668122271,0.0
0.46153846153846156,0.19230769230769232,5.961538461538462,1.5384615384615385,-0.0001399317406143366,0.0
0.37122736418511065,0.6036217303822937,4.124748490945674,0.6036217303822937,0.0036630036630036604,0.0
0.4330935251798561,0.4316546762589928,5.323741007194244,0.4316546762589928,-0.0010080645161290314,0.0
0.36972193614830073,0.2059732234809475,4.42842430484037,0.411946446961895,-0.0011081560283687925,0.0
0.2502772643253235,0.6654343807763401,2.957486136783734,1.21996303142329,-0.007630222841225623,0.0
0.38272727272727275,0.5454545454545454,1.9090909090909092,0.8181818181818182,-0.02051282051282051,0.0
0.3144599303135889,2.700348432055749,4.616724738675958,0.2613240418118467,-0.0002079866888519133,0.0
0.2189697776088196,0.4942026230754609,2.756130013305455,1.6536780079832731,-0.007968232510983435,0.0
0.2543016194331984,1.6194331983805668,1.9989878542510122,1.290485829959514,-0.006857565303104968,0.0
0.4091710758377425,0.1763668430335097,3.527336860670194,0.5291005291005291,0.0060779661016949205,0.0
0.38058252427184464,4.077669902912621,3.1067961165048543,0.5825242718446602,0.012555984555984556,0.0
0.4708249496981891,0.4024144869215292,5.030181086519114,0.6036217303822937,0.005836575875486381,0.0
0.30187319884726227,0.4322766570605187,2.809798270893372,1.080691642651297,0.007832480818414325,0.0
0.3501611170784103,0.10741138560687433,4.296455424274973,0.5370569280343717,0.019957983193277316,0.0
0.3574468085106383,0.7092198581560284,3.8297872340425534,0.0,0.02712011173184358,0.0
0.39009287925696595,0.46439628482972134,6.191950464396285,0.15479876160990713,-0.016566265060240965,0.0
0.42857142857142855,1.0660980810234542,3.1982942430703623,1.9189765458422174,-0.009615384615384616,0.0
0.3252126836813612,1.005413766434648,3.4416086620262956,0.4253673627223511,-0.002814088598402327,0.0
0.41601049868766404,0.5249343832020997,2.7559055118110236,0.26246719160104987,-0.011467889908256878,0.0
0.3671003717472119,0.37174721189591076,3.4386617100371746,0.18587360594795538,-7.192982456139668e-05,0.0
