num_char,char_freq_dist0,char_freq_dist1,char_freq_dist2,char_freq_dist3,char_freq_dist4,char_freq_dist5,char_freq_dist6,char_freq_dist7,char_freq_dist8,char_freq_dist9,char_freq_distA,char_freq_distB,char_freq_distC,char_freq_distD,char_freq_distE,char_freq_distF,char_freq_distG,char_freq_distH,char_freq_distI,char_freq_distJ,char_freq_distK,char_freq_distL,char_freq_distM,char_freq_distN,char_freq_distO,char_freq_distP,char_freq_distQ,char_freq_distR,char_freq_distS,char_freq_distT,char_freq_distU,char_freq_distV,char_freq_distW,char_freq_distX,char_freq_distY,char_freq_distZ,char_freq_dista,char_freq_distb,char_freq_distc,char_freq_distd,char_freq_diste,char_freq_distf,char_freq_distg,char_freq_disth,char_freq_disti,char_freq_distj,char_freq_distk,char_freq_distl,char_freq_distm,char_freq_distn,char_freq_disto,char_freq_distp,char_freq_distq,char_freq_distr,char_freq_dists,char_freq_distt,char_freq_distu,char_freq_distv,char_freq_distw,char_freq_distx,char_freq_disty,char_freq_distz,char_freq_distĀ,char_freq_distā,char_freq_distġ,char_freq_distĪ,char_freq_distī,char_freq_distŠ,char_freq_distš,char_freq_distŪ,char_freq_distū,char_freq_distǧ,char_freq_distʿ,char_freq_distḍ,char_freq_distḏ,char_freq_distḡ,char_freq_distḥ,char_freq_distḫ,char_freq_distḵ,char_freq_distṣ,char_freq_distṭ,char_freq_distṯ,char_freq_distẓ,char_freq_dist‘
1515,0.009240924092409241,0.0046204620462046205,0.0039603960396039604,0.0013201320132013201,0.0026402640264026403,0.0006600660066006601,0.0013201320132013201,0.0006600660066006601,0.0,0.0013201320132013201,0.0026402640264026403,0.0006600660066006601,0.007260726072607261,0.0,0.0,0.0013201320132013201,0.0,0.0,0.0039603960396039604,0.0,0.0,0.0013201320132013201,0.0039603960396039604,0.0046204620462046205,0.0006600660066006601,0.0,0.0,0.0006600660066006601,0.0033003300330033004,0.006600660066006601,0.0006600660066006601,0.0013201320132013201,0.0019801980198019802,0.0,0.0019801980198019802,0.0,0.07392739273927393,0.014521452145214522,0.02442244224422442,0.03762376237623762,0.12277227722772277,0.02178217821782178,0.015181518151815182,0.04356435643564356,0.06534653465346535,0.0013201320132013201,0.011881188118811881,0.033003300330033,0.018481848184818482,0.06468646864686468,0.07062706270627063,0.019801980198019802,0.0006600660066006601,0.07260726072607261,0.05742574257425743,0.08382838283828382,0.018481848184818482,0.005280528052805281,0.023762376237623763,0.0019801980198019802,0.02046204620462046,0.0006600660066006601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3025,0.001652892561983471,0.0,0.0,0.0006611570247933885,0.0,0.0,0.00033057851239669424,0.0,0.0,0.0,0.0019834710743801653,0.00033057851239669424,0.001322314049586777,0.001322314049586777,0.0,0.0009917355371900827,0.0009917355371900827,0.0,0.0006611570247933885,0.001322314049586777,0.007272727272727273,0.0,0.003305785123966942,0.0049586776859504135,0.00033057851239669424,0.0049586776859504135,0.0,0.001322314049586777,0.009586776859504133,0.0019834710743801653,0.003305785123966942,0.0,0.0023140495867768596,0.0006611570247933885,0.0,0.0,0.08429752066115702,0.006611570247933884,0.027768595041322314,0.036694214876033054,0.11338842975206612,0.01487603305785124,0.019504132231404958,0.04297520661157025,0.07107438016528926,0.001322314049586777,0.005619834710743801,0.03206611570247934,0.020495867768595043,0.07570247933884297,0.07966942148760331,0.020826446280991735,0.00033057851239669424,0.06644628099173554,0.06776859504132231,0.08396694214876033,0.03074380165289256,0.00628099173553719,0.011900826446280991,0.0019834710743801653,0.018512396694214877,0.00033057851239669424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5842,0.0005135227661759672,0.00034234851078397807,0.0,0.0,0.0,0.0,0.00017117425539198904,0.0,0.00017117425539198904,0.00017117425539198904,0.0010270455323519343,0.0022252653200958575,0.0022252653200958575,0.0011982197877439234,0.0008558712769599452,0.00017117425539198904,0.0008558712769599452,0.0010270455323519343,0.0022252653200958575,0.00034234851078397807,0.00017117425539198904,0.0005135227661759672,0.0022252653200958575,0.0008558712769599452,0.0010270455323519343,0.0008558712769599452,0.0,0.0011982197877439234,0.0027387880862718246,0.004279356384799726,0.0010270455323519343,0.00017117425539198904,0.0020540910647038686,0.0,0.0,0.0,0.07993837726805889,0.013865114686751112,0.029441971927422116,0.030126668948990073,0.11605614515576858,0.015405682985279013,0.023108524477918523,0.05066757959602876,0.08370421088668265,0.0006846970215679561,0.007360492981855529,0.04039712427250942,0.027559055118110236,0.0686408764121876,0.06384799726121192,0.01985621362547073,0.0006846970215679561,0.05905511811023622,0.06264977747346799,0.09106470386853817,0.028243752139678193,0.009414584046559397,0.020712084902430674,0.0015405682985279014,0.01797329681615885,0.0005135227661759672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10989,0.001456001456001456,0.002002002002002002,0.000546000546000546,0.000546000546000546,0.000182000182000182,0.000546000546000546,0.000364000364000364,9.1000091000091e-05,0.000273000273000273,0.001274001274001274,0.006279006279006279,0.001183001183001183,0.002184002184002184,0.000819000819000819,0.001092001092001092,0.000819000819000819,0.000455000455000455,0.000637000637000637,0.006461006461006461,0.001092001092001092,0.001001001001001001,0.001274001274001274,0.001729001729001729,0.00182000182000182,0.001547001547001547,0.000728000728000728,0.000637000637000637,0.00091000091000091,0.002093002093002093,0.003731003731003731,0.000273000273000273,0.0,0.000728000728000728,0.0,9.1000091000091e-05,0.0,0.08554008554008553,0.011375011375011375,0.036218036218036216,0.0353990353990354,0.11338611338611339,0.021021021021021023,0.016198016198016196,0.04586404586404586,0.07917007917007916,0.001092001092001092,0.00364000364000364,0.04468104468104468,0.026026026026026026,0.0697970697970698,0.06688506688506689,0.016926016926016925,0.001638001638001638,0.05824005824005824,0.06506506506506507,0.09063609063609064,0.02620802620802621,0.00637000637000637,0.009828009828009828,0.002548002548002548,0.01638001638001638,0.002366002366002366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9343,0.00042812801027507225,0.00021406400513753612,0.0,0.0,0.00010703200256876806,0.00042812801027507225,0.0006421920154126083,0.00010703200256876806,0.0,0.0,0.006957080166969924,0.0010703200256876805,0.002247672053944129,0.00010703200256876806,0.0007492240179813764,0.0007492240179813764,0.00021406400513753612,0.0012843840308252167,0.002033608048806593,0.00032109600770630417,0.0007492240179813764,0.00010703200256876806,0.005137536123300867,0.0006421920154126083,0.00021406400513753612,0.0006421920154126083,0.0011773520282564486,0.0005351600128438403,0.0019265760462378251,0.00331799207963181,0.0009632880231189126,0.0,0.0007492240179813764,0.0,0.00021406400513753612,0.00032109600770630417,0.09054907417317778,0.01551964037247137,0.023011880552285133,0.03895964893503157,0.1122765706946377,0.0204431124906347,0.01819544043669057,0.05908166541795997,0.07663491383923793,0.0010703200256876805,0.004067216097613186,0.04334796104035107,0.02697206464732955,0.060580113453922724,0.06753719362089265,0.019051696457240714,0.0009632880231189126,0.05683399336401584,0.06111527346676656,0.08840843412180242,0.024403296585679118,0.008027400192657604,0.020122016482928395,0.0009632880231189126,0.018302472439259337,0.00042812801027507225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024617360590816653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,0.000931098696461825,0.00186219739292365,0.00186219739292365,0.000931098696461825,0.0,0.0004655493482309125,0.000931098696461825,0.0,0.0,0.0004655493482309125,0.00558659217877095,0.002793296089385475,0.007914338919925512,0.000931098696461825,0.0004655493482309125,0.00186219739292365,0.0,0.0004655493482309125,0.0032588454376163874,0.0004655493482309125,0.0,0.0,0.0023277467411545625,0.005121042830540037,0.000931098696461825,0.0032588454376163874,0.0,0.0,0.008379888268156424,0.002793296089385475,0.000931098696461825,0.0004655493482309125,0.0004655493482309125,0.0,0.0013966480446927375,0.0,0.09590316573556797,0.012569832402234637,0.020018621973929236,0.04655493482309125,0.11871508379888268,0.018156424581005588,0.020018621973929236,0.05307262569832402,0.0633147113594041,0.0013966480446927375,0.0111731843575419,0.03212290502793296,0.01722532588454376,0.07216014897579143,0.06052141527001862,0.010242085661080074,0.0004655493482309125,0.06610800744878957,0.0633147113594041,0.07588454376163874,0.0223463687150838,0.007914338919925512,0.027001862197392923,0.006052141527001862,0.010707635009310988,0.0037243947858473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,0.0011325028312570782,0.0005662514156285391,0.0016987542468856172,0.0011325028312570782,0.0,0.0005662514156285391,0.0,0.0,0.0,0.0005662514156285391,0.00622876557191393,0.0022650056625141564,0.0028312570781426952,0.0005662514156285391,0.0005662514156285391,0.0028312570781426952,0.0,0.0022650056625141564,0.005096262740656852,0.0011325028312570782,0.005096262740656852,0.0016987542468856172,0.0033975084937712344,0.0016987542468856172,0.0,0.0016987542468856172,0.0005662514156285391,0.0016987542468856172,0.010758776896942242,0.0033975084937712344,0.0022650056625141564,0.0,0.0005662514156285391,0.0,0.0,0.0,0.09739524348810873,0.013590033975084938,0.03227633069082673,0.04813137032842582,0.10475651189127973,0.021517553793884484,0.017553793884484713,0.04077010192525481,0.07134767836919592,0.0033975084937712344,0.014722536806342015,0.04020385050962627,0.0232163080407701,0.07304643261608154,0.06568516421291053,0.015855039637599093,0.0005662514156285391,0.06342015855039637,0.04983012457531144,0.06908267270668177,0.022083805209513023,0.00622876557191393,0.015288788221970554,0.0011325028312570782,0.01925254813137033,0.0016987542468856172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3719,0.0,0.0,0.00026888948642108095,0.0,0.0,0.0,0.0,0.00026888948642108095,0.0,0.0,0.0013444474321054048,0.0005377789728421619,0.0013444474321054048,0.0,0.0,0.0013444474321054048,0.0,0.00026888948642108095,0.004571121269158376,0.0005377789728421619,0.0008066684592632429,0.00026888948642108095,0.0008066684592632429,0.0016133369185264857,0.0026888948642108095,0.0016133369185264857,0.00026888948642108095,0.0005377789728421619,0.004033342296316214,0.0018822264049475664,0.0024200053777897286,0.00026888948642108095,0.0005377789728421619,0.00026888948642108095,0.00026888948642108095,0.0,0.09411132024737832,0.014788921753159451,0.03441785426189836,0.03845119655821457,0.10943802097337994,0.02070449045442323,0.016402258671685935,0.041946759881688625,0.06964237698305996,0.00026888948642108095,0.007260016133369185,0.044904544232320515,0.024468943264318366,0.06453347674105943,0.06856681903737565,0.019091153535896747,0.0005377789728421619,0.06964237698305996,0.07233127184727077,0.08954019897821995,0.030115622479161063,0.004840010755579457,0.01425114278031729,0.0005377789728421619,0.01398225329389621,0.0008066684592632429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8035,0.0014934660858743,0.0012445550715619166,0.0004978220286247666,0.000373366521468575,0.00012445550715619165,0.0,0.0,0.00012445550715619165,0.00012445550715619165,0.0006222775357809583,0.0029869321717486,0.0017423771001866832,0.0013690105787181083,0.000373366521468575,0.0002489110143123833,0.0009956440572495332,0.0002489110143123833,0.001120099564405725,0.0023646546359676417,0.00012445550715619165,0.0,0.0047293092719352834,0.0019912881144990664,0.0013690105787181083,0.00224019912881145,0.003235843186060983,0.00074673304293715,0.0004978220286247666,0.0046048537647790915,0.003235843186060983,0.0021157436216552583,0.000373366521468575,0.001866832607342875,0.0,0.0006222775357809583,0.00012445550715619165,0.0969508400746733,0.017423771001866834,0.027255756067205972,0.046795270690728065,0.11375233354075918,0.021530802738021156,0.016801493466085875,0.043808338518979466,0.07927815805849409,0.0009956440572495332,0.007716241443683883,0.03273179838207841,0.021530802738021156,0.07865588052271313,0.06733042937149969,0.012943372744243932,0.0008711885500933416,0.057125077784691974,0.06148102053515868,0.0851275668948351,0.022775357809583074,0.006845052893590542,0.018294959551960175,0.0006222775357809583,0.012072184194150591,0.0004978220286247666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8912,0.0006732495511669659,0.0006732495511669659,0.0006732495511669659,0.00011220825852782765,0.00011220825852782765,0.0,0.00011220825852782765,0.0,0.0,0.00011220825852782765,0.002468581687612208,0.001234290843806104,0.0010098743267504488,0.00011220825852782765,0.0015709156193895871,0.0007854578096947936,0.0004488330341113106,0.0017953321364452424,0.011669658886894075,0.0007854578096947936,0.0,0.0005610412926391383,0.0031418312387791743,0.00033662477558348296,0.0005610412926391383,0.0010098743267504488,0.0006732495511669659,0.0007854578096947936,0.003254039497307002,0.004039497307001795,0.0005610412926391383,0.00011220825852782765,0.00190754039497307,0.0,0.0002244165170556553,0.0,0.08224865350089766,0.01099640933572711,0.03175493716337523,0.03108168761220826,0.10502692998204669,0.017504488330341114,0.01896319569120287,0.038711849192100536,0.078770197486535,0.0014587073608617594,0.0020197486535008975,0.04533213644524237,0.03983393177737882,0.05958258527827648,0.07282315978456014,0.018402154398563735,0.0005610412926391383,0.07170107719928187,0.07944344703770198,0.08135098743267505,0.024461400359066427,0.012791741472172352,0.00953770197486535,0.006620287253141831,0.01099640933572711,0.0015709156193895871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
