funct_words,det_n,norms,comps,supers,all_adj,ne_geo_pos,ne_persons,ne_locations,ne_organizations,ne_total
29.329608938547487,7.282913165266106,7.563025210084033,0.5602240896358543,0.2801120448179272,8.403361344537815,0.02,0.023333333333333334,0.0,0.013333333333333334,0.056666666666666664
34.12587412587413,6.993006993006993,13.706293706293707,0.27972027972027974,0.13986013986013987,14.125874125874127,0.01485148514851485,0.01485148514851485,0.006600660066006601,0.0462046204620462,0.08250825082508251
39.017341040462426,8.670520231213873,11.99421965317919,0.6502890173410405,0.21676300578034682,12.861271676300579,0.0175,0.01,0.0,0.021666666666666667,0.049166666666666664
36.07893607893608,12.060085836909872,11.11587982832618,0.7296137339055794,0.38626609442060084,12.231759656652361,0.026460309535696454,0.04343484772840739,0.0004992511233150275,0.022965551672491265,0.09335996005991014
44.40400363967243,9.517304189435338,11.065573770491802,0.5009107468123861,0.273224043715847,11.839708561020036,0.02706923477355544,0.028110359187922956,0.0005205622071837585,0.020822488287350338,0.07652264445601249
36.06870229007634,5.7251908396946565,8.01526717557252,0.19083969465648856,0.0,8.206106870229007,0.06993006993006994,0.013986013986013986,0.002331002331002331,0.04195804195804196,0.1282051282051282
32.21153846153846,8.413461538461538,8.89423076923077,0.0,0.0,8.89423076923077,0.042492917847025496,0.019830028328611898,0.0,0.0339943342776204,0.09631728045325778
35.842293906810035,9.080047789725208,13.381123058542414,0.35842293906810035,0.23894862604540024,13.978494623655914,0.015471167369901548,0.005625879043600563,0.0014064697609001407,0.030942334739803096,0.053445850914205346
34.95145631067961,8.542199488491049,8.84910485933504,0.3069053708439898,0.20460358056265984,9.360613810741688,0.02613565650280025,0.010578718108276292,0.0006222775357809583,0.02551337896701929,0.06285003111387678
32.65864332603939,8.483853311439518,11.16584564860427,0.0,0.21893814997263272,11.384783798576901,0.010855683269476373,0.06066411238825032,0.005108556832694764,0.037037037037037035,0.1136653895274585
32.323232323232325,10.1010101010101,8.585858585858587,0.0,0.0,8.585858585858587,0.0,0.05172413793103448,0.0,0.06321839080459771,0.11494252873563218
35.84905660377358,6.756756756756757,8.64864864864865,0.0,0.0,8.64864864864865,0.02,0.02666666666666667,0.0,0.016666666666666666,0.06333333333333334
34.5707656612529,8.826945412311266,9.059233449477352,0.34843205574912894,0.23228803716608595,9.639953542392567,0.015256588072122053,0.033287101248266296,0.005547850208044383,0.0651872399445215,0.11927877947295423
32.323232323232325,8.704453441295547,9.51417004048583,0.4048582995951417,0.4048582995951417,10.323886639676113,0.012048192771084338,0.024096385542168676,0.0,0.02891566265060241,0.06506024096385542
38.80070546737213,8.289241622574956,8.818342151675486,0.1763668430335097,0.5291005291005291,9.523809523809524,0.02526315789473684,0.01263157894736842,0.002105263157894737,0.02736842105263158,0.06736842105263158
36.15384615384615,10.256410256410257,11.794871794871796,0.2564102564102564,0.2564102564102564,12.307692307692308,0.015060240963855422,0.04819277108433735,0.0,0.009036144578313253,0.07228915662650602
32.92894280762565,9.705372616984402,6.932409012131716,0.0,0.3466204506065858,7.279029462738301,0.029166666666666667,0.05,0.0,0.0125,0.09166666666666666
35.79545454545455,7.954545454545454,6.818181818181818,0.2840909090909091,0.2840909090909091,7.386363636363637,0.03289473684210526,0.023026315789473683,0.0,0.039473684210526314,0.09539473684210527
35.467255334805,8.830022075055188,8.462104488594555,0.29433406916850624,0.22075055187637968,8.977189109639442,0.03680981595092025,0.020157756354075372,0.0,0.010517090271691499,0.06748466257668712
31.147540983606557,7.945205479452055,7.671232876712328,0.273972602739726,0.0,7.945205479452055,0.047619047619047616,0.027210884353741496,0.0,0.006802721088435374,0.08163265306122448
36.15384615384615,9.23076923076923,7.884615384615385,0.19230769230769232,0.19230769230769232,8.26923076923077,0.03058823529411765,0.02588235294117647,0.0,0.021176470588235293,0.07764705882352942
37.625754527162975,7.746478873239437,9.959758551307846,0.5030181086519114,0.2012072434607646,10.663983903420522,0.029940119760479042,0.02035928143712575,0.0023952095808383233,0.029940119760479042,0.08263473053892216
45.17985611510792,8.946608946608947,12.698412698412698,0.5772005772005772,0.1443001443001443,13.41991341991342,0.004893964110929853,0.004893964110929853,0.0,0.021207177814029365,0.03099510603588907
34.60350154479918,9.783728115345005,11.53450051493306,0.6179196704428425,0.411946446961895,12.564366632337796,0.012180267965895249,0.020706455542021926,0.0036540803897685747,0.03288672350791717,0.06942752740560293
