num_punct,punct_freq_dist_puncts1,punct_freq_dist_puncts2,punct_freq_dist_puncts3,punct_freq_dist_puncts4,punct_freq_dist_puncts5,punct_freq_dist_puncts6,punct_freq_dist_puncts7,punct_freq_dist_puncts8,punct_freq_dist_puncts9,punct_freq_dist_puncts10,punct_freq_dist_puncts11,punct_freq_dist_puncts12,punct_freq_dist_puncts13,punct_freq_dist_puncts14,punct_freq_dist_puncts15,punct_freq_dist_puncts16,punct_freq_dist_puncts17,punct_freq_dist_puncts18,punct_freq_dist_puncts19,punct_freq_dist_puncts20,punct_freq_dist_puncts21,punct_freq_dist_puncts22,punct_freq_dist_puncts23,punct_freq_dist_puncts24,punct_freq_dist_puncts25,punct_freq_dist_puncts26,punct_freq_dist_puncts27,punct_freq_dist_puncts28,punct_freq_dist_puncts29,punct_freq_dist_puncts30,punct_freq_dist_puncts31,punct_freq_dist_puncts32,punct_freq_dist_chars1,punct_freq_dist_chars2,punct_freq_dist_chars3,punct_freq_dist_chars4,punct_freq_dist_chars5,punct_freq_dist_chars6,punct_freq_dist_chars7,punct_freq_dist_chars8,punct_freq_dist_chars9,punct_freq_dist_chars10,punct_freq_dist_chars11,punct_freq_dist_chars12,punct_freq_dist_chars13,punct_freq_dist_chars14,punct_freq_dist_chars15,punct_freq_dist_chars16,punct_freq_dist_chars17,punct_freq_dist_chars18,punct_freq_dist_chars19,punct_freq_dist_chars20,punct_freq_dist_chars21,punct_freq_dist_chars22,punct_freq_dist_chars23,punct_freq_dist_chars24,punct_freq_dist_chars25,punct_freq_dist_chars26,punct_freq_dist_chars27,punct_freq_dist_chars28,punct_freq_dist_chars29,punct_freq_dist_chars30,punct_freq_dist_chars31,punct_freq_dist_chars32,punct_freq_dist_words1,punct_freq_dist_words2,punct_freq_dist_words3,punct_freq_dist_words4,punct_freq_dist_words5,punct_freq_dist_words6,punct_freq_dist_words7,punct_freq_dist_words8,punct_freq_dist_words9,punct_freq_dist_words10,punct_freq_dist_words11,punct_freq_dist_words12,punct_freq_dist_words13,punct_freq_dist_words14,punct_freq_dist_words15,punct_freq_dist_words16,punct_freq_dist_words17,punct_freq_dist_words18,punct_freq_dist_words19,punct_freq_dist_words20,punct_freq_dist_words21,punct_freq_dist_words22,punct_freq_dist_words23,punct_freq_dist_words24,punct_freq_dist_words25,punct_freq_dist_words26,punct_freq_dist_words27,punct_freq_dist_words28,punct_freq_dist_words29,punct_freq_dist_words30,punct_freq_dist_words31,punct_freq_dist_words32
49,0.0,0.24489795918367346,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3469387755102041,0.02040816326530612,0.3673469387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007920792079207921,0.0,0.0006600660066006601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011221122112211221,0.0006600660066006601,0.011881188118811881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038834951456310676,0.0,0.003236245954692557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05501618122977346,0.003236245954692557,0.05825242718446602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.27,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.34,0.0,0.22,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008925619834710744,0.0,0.0,0.0,0.0,0.0006611570247933885,0.0,0.0,0.0,0.0,0.011239669421487603,0.0,0.007272727272727273,0.0,0.0009917355371900827,0.0,0.0,0.0,0.0,0.0,0.0,0.0019834710743801653,0.0,0.0019834710743801653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04390243902439024,0.0,0.0,0.0,0.0,0.0032520325203252032,0.0,0.0,0.0,0.0,0.055284552845528454,0.0,0.03577235772357724,0.0,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.00975609756097561,0.0,0.00975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.07792207792207792,0.0,0.0,0.0,0.0,0.012987012987012988,0.006493506493506494,0.006493506493506494,0.0,0.0,0.35714285714285715,0.08441558441558442,0.43506493506493504,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020540910647038686,0.0,0.0,0.0,0.0,0.00034234851078397807,0.00017117425539198904,0.00017117425539198904,0.0,0.0,0.009414584046559397,0.0022252653200958575,0.011468675111263265,0.0,0.00017117425539198904,0.0,0.0,0.0,0.0,0.00034234851078397807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00975609756097561,0.0,0.0,0.0,0.0,0.0016260162601626016,0.0008130081300813008,0.0008130081300813008,0.0,0.0,0.044715447154471545,0.01056910569105691,0.05447154471544716,0.0,0.0008130081300813008,0.0,0.0,0.0,0.0,0.0016260162601626016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.07352941176470588,0.0,0.0,0.0,0.003676470588235294,0.0,0.04044117647058824,0.04044117647058824,0.0,0.0,0.44485294117647056,0.007352941176470588,0.35661764705882354,0.0,0.003676470588235294,0.01838235294117647,0.0,0.0,0.0,0.0,0.0,0.003676470588235294,0.0,0.003676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00182000182000182,0.0,0.0,0.0,9.1000091000091e-05,0.0,0.001001001001001001,0.001001001001001001,0.0,0.0,0.011011011011011011,0.000182000182000182,0.008827008827008827,0.0,9.1000091000091e-05,0.000455000455000455,0.0,0.0,0.0,0.0,0.0,9.1000091000091e-05,0.0,9.1000091000091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009713453132588635,0.0,0.0,0.0,0.00048567265662943174,0.0,0.005342399222923749,0.005342399222923749,0.0,0.0,0.05876639145216124,0.0009713453132588635,0.04711024769305488,0.0,0.00048567265662943174,0.0024283632831471587,0.0,0.0,0.0,0.0,0.0,0.00048567265662943174,0.0,0.00048567265662943174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.060085836909871244,0.0,0.0,0.0,0.0,0.030042918454935622,0.05150214592274678,0.05150214592274678,0.0,0.0,0.4892703862660944,0.004291845493562232,0.2446351931330472,0.0,0.034334763948497854,0.02575107296137339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014984480359627528,0.0,0.0,0.0,0.0,0.0007492240179813764,0.0012843840308252167,0.0012843840308252167,0.0,0.0,0.012201648292839559,0.00010703200256876806,0.006100824146419779,0.0,0.0008562560205501445,0.0006421920154126083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071246819338422395,0.0,0.0,0.0,0.0,0.0035623409669211198,0.0061068702290076335,0.0061068702290076335,0.0,0.0,0.05801526717557252,0.0005089058524173028,0.02900763358778626,0.0,0.004071246819338422,0.0030534351145038168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.1951219512195122,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.35365853658536583,0.04878048780487805,0.3780487804878049,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074487895716946,0.0,0.0,0.0,0.0,0.0004655493482309125,0.0,0.0,0.0,0.0,0.013500931098696461,0.00186219739292365,0.014432029795158287,0.0,0.0004655493482309125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03619909502262444,0.0,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0,0.0,0.0,0.06561085972850679,0.00904977375565611,0.07013574660633484,0.0,0.0022624434389140274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.18604651162790697,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.27906976744186046,0.046511627906976744,0.4418604651162791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004530011325028313,0.0,0.0,0.0,0.0,0.0,0.0005662514156285391,0.0005662514156285391,0.0,0.0,0.006795016987542469,0.0011325028312570782,0.010758776896942242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021447721179624665,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.002680965147453083,0.0,0.0,0.032171581769437,0.005361930294906166,0.05093833780160858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.16842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263157894736842,0.021052631578947368,0.47368421052631576,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004302231782737295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008335574079053509,0.0005377789728421619,0.012100026888948642,0.0,0.0,0.00026888948642108095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215633423180593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04177897574123989,0.0026954177897574125,0.06064690026954178,0.0,0.0,0.0013477088948787063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.13127413127413126,0.0,0.0,0.0,0.0,0.0,0.003861003861003861,0.003861003861003861,0.0,0.0,0.3861003861003861,0.02702702702702703,0.42857142857142855,0.0,0.015444015444015444,0.0,0.0,0.0,0.0,0.003861003861003861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004231487243310517,0.0,0.0,0.0,0.0,0.0,0.00012445550715619165,0.00012445550715619165,0.0,0.0,0.012445550715619166,0.0008711885500933416,0.013814561294337275,0.0,0.0004978220286247666,0.0,0.0,0.0,0.0,0.00012445550715619165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020023557126030624,0.0,0.0,0.0,0.0,0.0,0.0005889281507656066,0.0005889281507656066,0.0,0.0,0.05889281507656066,0.004122497055359246,0.06537102473498234,0.0,0.002355712603062426,0.0,0.0,0.0,0.0,0.0005889281507656066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.08968609865470852,0.0,0.0,0.0,0.0,0.004484304932735426,0.02242152466367713,0.02242152466367713,0.0,0.0,0.39461883408071746,0.008968609865470852,0.38565022421524664,0.0,0.008968609865470852,0.013452914798206279,0.0,0.0,0.0,0.04484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002244165170556553,0.0,0.0,0.0,0.0,0.00011220825852782765,0.0005610412926391383,0.0005610412926391383,0.0,0.0,0.009874326750448833,0.0002244165170556553,0.009649910233393177,0.0,0.0002244165170556553,0.00033662477558348296,0.0,0.0,0.0,0.0011220825852782765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012461059190031152,0.0,0.0,0.0,0.0,0.0006230529595015577,0.003115264797507788,0.003115264797507788,0.0,0.0,0.05482866043613707,0.0012461059190031153,0.05358255451713396,0.0,0.0012461059190031153,0.001869158878504673,0.0,0.0,0.0,0.006230529595015576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
