@relation 'rad-nor-weka.filters.unsupervised.attribute.Remove-V-R250,398,334,366,335,314,399,367,252,220,435,411,436,358,356,432,340,283,438,301,342,406,374,318,390,388,422,420,414,382,350,373,405,341,372,309,317,236,157,379,404,86,223,361,263,1'

@attribute third_sg13 numeric
@attribute punct_freq_dist_words1 numeric
@attribute punct_freq_dist_puncts1 numeric
@attribute punct_freq_dist_chars1 numeric
@attribute punct_freq_dist_puncts2 numeric
@attribute char_freq_distH numeric
@attribute punct_freq_dist_words2 numeric
@attribute punct_freq_dist_chars2 numeric
@attribute third_sg15 numeric
@attribute first_sg1 numeric
@attribute funct_words numeric
@attribute punct_freq_dist_words14 numeric
@attribute det_n numeric
@attribute punct_freq_dist_puncts25 numeric
@attribute punct_freq_dist_puncts23 numeric
@attribute lower_needs numeric
@attribute punct_freq_dist_puncts7 numeric
@attribute char_freq_distc numeric
@attribute comps numeric
@attribute char_freq_distu numeric
@attribute punct_freq_dist_puncts9 numeric
@attribute punct_freq_dist_words9 numeric
@attribute punct_freq_dist_chars9 numeric
@attribute char_freq_distL numeric
@attribute punct_freq_dist_chars25 numeric
@attribute punct_freq_dist_chars23 numeric
@attribute punct_freq_dist_words25 numeric
@attribute punct_freq_dist_words23 numeric
@attribute punct_freq_dist_words17 numeric
@attribute punct_freq_dist_chars17 numeric
@attribute punct_freq_dist_puncts17 numeric
@attribute punct_freq_dist_chars8 numeric
@attribute punct_freq_dist_words8 numeric
@attribute punct_freq_dist_puncts8 numeric
@attribute punct_freq_dist_chars7 numeric
@attribute char_freq_distC numeric
@attribute char_freq_distK numeric
@attribute first_pl9 numeric
@attribute av_word_len numeric
@attribute punct_freq_dist_chars14 numeric
@attribute punct_freq_dist_words7 numeric
@attribute sent_len_dist_chars80 numeric
@attribute first_sg4 numeric
@attribute punct_freq_dist_puncts28 numeric
@attribute third_pl8 numeric
@attribute class {nor,rad}

@data
0.003755,0,0,0,0.162963,0.042724,0.027534,0.005529,0.003755,0.095119,36.509636,0.047559,9.110397,0,0,0.00143,0,0.000754,0,0.001005,0,0,0,0.03041,0,0,0,0,0.001252,0.000251,0.007407,0,0,0,0,0.028902,0.006032,0,4.979975,0.00955,0,0,0,0,0,nor
0,0,0,0,0.154696,0.034363,0.022562,0.004434,0,0.074134,35.724332,0.048348,8.087201,0,0,0.002998,0.005525,0.0019,1.054852,0.001425,0,0,0,0.043389,0,0,0,0,0,0,0,0,0,0,0.000158,0.034838,0.004117,0.000806,5.088638,0.009501,0.000806,0,0,0,0,nor
0.002301,0,0,0,0.106195,0.04056,0.013809,0.002897,0.001151,0.080552,42.87169,0.042578,7.543323,0,0,0.000784,0.026549,0.000724,0.815494,0.001207,0.00885,0.001151,0.000241,0.050942,0,0,0,0,0,0,0,0.000241,0.001151,0.00885,0.000724,0.032834,0.007001,0,4.766398,0.008933,0.003452,0,0,0,0,nor
0,0,0,0,0.055556,0.037653,0.008043,0.001637,0.00134,0.075067,34.42623,0.067024,6.674473,0,0,0.000922,0,0,0.234192,0.000546,0,0,0,0.032742,0,0,0,0,0,0,0,0,0,0,0,0.029468,0.00764,0,4.912869,0.013643,0,0,0,0,0,nor
0.001331,0,0,0,0.18209,0.050021,0.027054,0.005627,0.000998,0.11121,38.517231,0.055882,9.268198,0,0,0.011438,0.004478,0.002906,0.434447,0.000623,0.000746,0.000111,0.000023,0.034362,0,0,0,0,0.00122,0.000254,0.008209,0.000023,0.000111,0.000746,0.000138,0.027005,0.006411,0.000665,4.80785,0.011623,0.000665,0.004926,0.000333,0,0.000554,nor
0.00641,0,0,0,0.057143,0.045059,0.007692,0.001581,0.002564,0.088462,40.564972,0.067949,6.108597,0,0,0.002122,0,0.002899,0.452489,0.000527,0.009524,0.001282,0.000264,0.041107,0,0,0,0,0.001282,0.000264,0.009524,0.000264,0.001282,0.009524,0,0.027141,0.005797,0,4.865385,0.013966,0,0,0,0,0,nor
0.003428,0,0,0,0.040541,0.040079,0.005141,0.000982,0.002571,0.065124,34.904943,0.047986,6.920152,0,0,0.003044,0,0.001145,1.673004,0.000982,0.087838,0.01114,0.002127,0.048421,0,0,0,0,0,0,0,0.002127,0.01114,0.087838,0,0.038606,0.008016,0.000857,5.238218,0.009161,0,0,0,0,0,nor
0,0,0,0,0.254545,0.034041,0.037685,0.007167,0.001346,0.065949,32.590856,0.053836,7.268464,0,0,0.001568,0.018182,0.00256,0.3517,0.003071,0,0,0,0.037369,0,0,0,0,0,0,0,0,0,0,0.000512,0.033786,0.004863,0,5.258412,0.010238,0.002692,0,0,0,0,nor
0.003485,0,0,0,0.170874,0.04502,0.023592,0.0047,0.001609,0.098123,36.489988,0.04504,8.904594,0.003883,0.003883,0.006226,0.001942,0.000854,0.800942,0.00032,0.001942,0.000268,0.000053,0.039359,0.000107,0.000107,0.000536,0.000536,0.001609,0.00032,0.01165,0.000053,0.000268,0.001942,0.000053,0.033485,0.005394,0.001072,5.020107,0.008972,0.000268,0.005814,0.001072,0,0.000268,nor
0.005593,0,0,0,0.066667,0.050817,0.008949,0.002074,0.003356,0.085011,42.60355,0.050336,8.086785,0,0,0.001891,0.008333,0.000778,0.493097,0,0.025,0.003356,0.000778,0.044854,0,0,0,0,0,0,0,0.000778,0.003356,0.025,0.000259,0.02826,0.010371,0,4.314318,0.011667,0.001119,0,0,0,0,nor
0.001355,0,0,0,0.141176,0.048418,0.01626,0.003301,0.001355,0.084011,42.284326,0.03794,7.168894,0,0,0.001153,0.023529,0.000825,0.850547,0,0.011765,0.001355,0.000275,0.041816,0,0,0,0,0,0,0,0.000275,0.001355,0.011765,0.00055,0.033838,0.007153,0.001355,4.925474,0.007703,0.00271,0,0.00271,0,0,nor
0.002176,0.003264,0.026316,0.000848,0.087719,0.065328,0.010881,0.002828,0.003264,0.103373,41.335915,0.055495,7.454017,0,0,0.002721,0.035088,0,0.290416,0.000848,0,0,0,0.032523,0,0,0,0,0,0,0,0,0,0,0.001131,0.013857,0.010747,0.002176,3.847661,0.014423,0.004353,0.017241,0,0,0,nor
0.002299,0,0,0,0.190476,0.04466,0.030651,0.006357,0.001533,0.085824,36.435644,0.056705,7.260726,0.004762,0.004762,0.002075,0.019048,0.00143,0.528053,0.000318,0.014286,0.002299,0.000477,0.034011,0.000159,0.000159,0.000766,0.000766,0,0,0,0.000477,0.002299,0.014286,0.000636,0.028449,0.008423,0.002299,4.821456,0.011761,0.003065,0.013699,0.001533,0,0,nor
0.002717,0,0,0,0.021053,0.04586,0.002717,0.000524,0,0.09375,34.536703,0.05163,8.303249,0,0,0.000922,0,0.002358,0.120337,0.001834,0,0,0,0.038784,0,0,0,0,0.013587,0.002621,0.105263,0,0,0,0,0.03066,0.006551,0.001359,5.184783,0.009958,0,0,0,0,0,nor
0.005848,0,0,0,0.188235,0.049731,0.031189,0.006631,0,0.083821,36.789298,0.070175,9.531773,0,0,0.000553,0,0.00373,0.167224,0.001658,0.023529,0.003899,0.000829,0.042271,0,0,0,0,0.007797,0.001658,0.047059,0.000829,0.003899,0.023529,0,0.031082,0.010361,0,4.703704,0.014919,0,0,0,0,0,nor
0.002649,0,0,0,0.183673,0.043514,0.023841,0.004865,0,0.082119,36.225088,0.051656,9.61313,0,0,0.00083,0.020408,0.005676,0.117233,0,0,0,0,0.042703,0,0,0,0,0.002649,0.000541,0.020408,0,0,0,0.000541,0.034865,0.006757,0.001325,4.900662,0.010541,0.002649,0,0,0,0,nor
0,0,0,0,0.181818,0.040634,0.027027,0.00551,0.005068,0.087838,40.882353,0.050676,9.264706,0.011364,0.011364,0.001614,0.022727,0.002066,0.588235,0.00551,0.011364,0.001689,0.000344,0.046488,0.000344,0.000344,0.001689,0.001689,0,0,0,0.000344,0.001689,0.011364,0.000689,0.035124,0.005854,0,4.905405,0.010331,0.003378,0,0,0,0,nor
0.002844,0,0,0,0.257576,0.041079,0.03868,0.007803,0.000569,0.089306,37.68546,0.046644,7.51731,0,0,0.003644,0,0.00241,0.593472,0.001147,0,0,0,0.032817,0,0,0,0,0.001138,0.000229,0.007576,0,0,0,0,0.037866,0.005737,0,4.957338,0.009409,0,0,0,0,0,nor
0.002935,0,0,0,0.157635,0.045729,0.023478,0.004829,0.002201,0.096112,39.144317,0.052825,6.832695,0,0,0.002168,0.059113,0.001962,0.510856,0.000302,0,0,0,0.040598,0,0,0,0,0,0,0,0,0,0,0.001811,0.032297,0.00981,0.000734,4.861335,0.010866,0.008804,0,0,0,0,nor
0.004124,0,0,0,0.171233,0.041383,0.025773,0.004998,0.002577,0.102577,33.646953,0.045876,6.765233,0,0,0.002675,0.030822,0.001499,0.985663,0.003998,0,0,0,0.039584,0,0,0,0,0.00567,0.0011,0.037671,0,0,0,0.0009,0.032487,0.006997,0.001031,5.156701,0.008896,0.004639,0.02381,0,0,0.001031,nor
0.00726,0,0,0,0.207792,0.04509,0.029038,0.005703,0.001815,0.088929,36.305732,0.049002,8.373206,0,0,0.001522,0,0.00196,0.717703,0.000178,0.006494,0.000907,0.000178,0.04705,0,0,0,0,0.001815,0.000356,0.012987,0.000178,0.000907,0.006494,0,0.037961,0.008555,0,5.091652,0.009624,0,0,0,0,0,rad
0.001308,0.000436,0.003185,0.000083,0.178344,0.036619,0.024412,0.00465,0.001744,0.081081,36.656442,0.050567,7.096279,0,0,0.004843,0.006369,0.001079,0.652091,0.000249,0.022293,0.003051,0.000581,0.056298,0,0,0,0,0.001308,0.000249,0.009554,0.000581,0.003051,0.022293,0.000166,0.035207,0.006394,0.000436,5.249782,0.009632,0.000872,0.008547,0,0,0,rad
0.004354,0.000435,0.004,0.000093,0.08,0.052641,0.008707,0.001863,0.003047,0.083152,39.3404,0.056596,6.870828,0,0,0.004335,0,0.000839,0.510404,0.000466,0.004,0.000435,0.000093,0.038852,0,0,0,0,0.000435,0.000093,0.004,0.000093,0.000435,0.004,0,0.03233,0.008851,0,4.672616,0.012112,0,0,0,0,0,rad
0.014347,0.011478,0.085106,0.002452,0.148936,0.06867,0.020086,0.004292,0,0.134864,44.37421,0.031564,9.102402,0,0,0.001107,0,0.001839,0,0.001533,0.021277,0.002869,0.000613,0.053342,0,0,0,0,0.004304,0.00092,0.031915,0.000613,0.002869,0.021277,0,0.020846,0.002759,0,4.680057,0.006744,0,0,0,0,0,rad
0.006545,0.007853,0.045113,0.001873,0.075188,0.07397,0.013089,0.003121,0.002618,0.159686,43.03233,0.028796,10.033445,0.022556,0.022556,0.000876,0.180451,0,0.111483,0,0.045113,0.007853,0.001873,0.049625,0.000936,0.000936,0.003927,0.003927,0.002618,0.000624,0.015038,0.001873,0.007853,0.045113,0.007491,0.011548,0.009051,0,4.193717,0.006866,0.031414,0,0,0,0,rad
0.007692,0.005641,0.030471,0.001333,0.152355,0.075879,0.028205,0.006667,0.006154,0.162564,41.540459,0.035385,10.17316,0.033241,0.033241,0.003782,0.088643,0.000121,0.04329,0.000121,0.060942,0.011282,0.002667,0.042303,0.001455,0.001455,0.006154,0.006154,0.00359,0.000848,0.019391,0.002545,0.010769,0.058172,0.003879,0.017212,0.007636,0,4.230769,0.008364,0.01641,0,0,0,0,rad
0.011038,0.003311,0.032432,0.000694,0.037838,0.057803,0.003863,0.000809,0.002208,0.140177,43.915874,0.040839,9.91984,0.005405,0.005405,0.003874,0,0.001503,0.250501,0.001734,0.07027,0.007174,0.001503,0.035145,0.000116,0.000116,0.000552,0.000552,0.001104,0.000231,0.010811,0.000578,0.002759,0.027027,0,0.029595,0.007746,0.001656,4.773731,0.008555,0,0,0,0,0,rad
0.022928,0.003527,0.029851,0.000782,0.059701,0.062524,0.007055,0.001563,0.007055,0.116402,41.798107,0.017637,7.886435,0.029851,0.014925,0.000922,0,0.000391,0,0.002345,0.059701,0.007055,0.001563,0.052364,0.000782,0.000391,0.003527,0.001764,0.003527,0.000782,0.029851,0.001563,0.007055,0.059701,0,0.016022,0.00508,0,4.513228,0.003908,0,0,0,0,0,rad
0.017575,0.003515,0.030769,0.000724,0.153846,0.06336,0.017575,0.003621,0.003515,0.186292,44.006309,0.031634,13.112164,0,0,0.000738,0,0.000362,0.157978,0.000362,0.046154,0.005272,0.001086,0.039102,0,0,0,0,0.005272,0.001086,0.046154,0.001086,0.005272,0.046154,0,0.023172,0.006517,0,4.85413,0.006517,0,0,0,0,0,rad
0.007131,0.003017,0.020258,0.000642,0.139963,0.061821,0.020845,0.004437,0.001646,0.137685,42.062545,0.040318,11.514572,0.01105,0.01105,0.004474,0.062615,0.002102,0.238892,0.001576,0.031308,0.004663,0.000992,0.043491,0.00035,0.00035,0.001646,0.001646,0.003291,0.000701,0.022099,0.001051,0.004937,0.033149,0.001985,0.022008,0.003911,0,4.6983,0.008581,0.009325,0,0,0.003683,0,rad
0.022762,0.000759,0.006803,0.000157,0.027211,0.058943,0.003035,0.000627,0.005311,0.131259,43.617747,0.044006,9.103354,0,0,0.002214,0.163265,0.000627,0.136893,0.000941,0.006803,0.000759,0.000157,0.04311,0,0,0,0,0.010622,0.002195,0.095238,0.000314,0.001517,0.013605,0.003762,0.025239,0.004703,0,4.839909,0.009092,0.018209,0,0,0,0,rad
0.005976,0.001992,0.014388,0.000425,0.021583,0.056912,0.002988,0.000637,0.005976,0.13745,42.344707,0.048805,11.111111,0,0,0.001937,0.100719,0.001487,0.349956,0.001487,0.007194,0.000996,0.000212,0.037588,0,0,0,0,0.002988,0.000637,0.021583,0.000212,0.000996,0.007194,0.002973,0.023572,0.006583,0,4.690239,0.010406,0.013944,0,0,0,0,rad
0.003363,0.000177,0.00156,0.000039,0.106084,0.057662,0.012035,0.002642,0.004779,0.127965,45.954538,0.041062,10.763116,0,0,0.011715,0.0078,0.001243,0.333863,0.000272,0.01248,0.001416,0.000311,0.041926,0,0,0,0,0.002124,0.000466,0.018721,0.000311,0.001416,0.01248,0.000194,0.028326,0.006023,0,4.555044,0.009015,0.000885,0.017241,0,0,0,rad
0.00344,0.000143,0.001284,0.000029,0.143774,0.044912,0.016053,0.003204,0.00215,0.102623,44.765343,0.032249,10.108303,0,0,0.012222,0.005135,0.001802,0.541516,0.000315,0.016688,0.001863,0.000372,0.040536,0,0,0,0,0.003727,0.000744,0.033376,0.000372,0.001863,0.016688,0.000114,0.035815,0.003433,0,5.01032,0.006436,0.000573,0.009346,0,0,0,rad
0.001961,0,0,0,0.068966,0.047583,0.007843,0.001499,0,0.082353,38.732394,0.035294,9.876543,0,0,0.001015,0,0.001124,0.176367,0.000375,0.017241,0.001961,0.000375,0.047209,0,0,0,0,0,0,0,0.000375,0.001961,0.017241,0,0.041963,0.003747,0,5.233333,0.006744,0,0,0,0,0,rad
0.020761,0,0,0,0,0.07148,0,0,0.00692,0.176471,38.650307,0.038062,11.042945,0.027027,0.027027,0.000231,0.108108,0,0.920245,0,0,0,0,0.03574,0.000715,0.000715,0.00346,0.00346,0,0,0,0,0,0,0.002859,0.031451,0.008578,0,4.84083,0.007863,0.013841,0,0,0,0,rad
0.001563,0,0,0,0.075,0.066206,0.009375,0.001976,0.001563,0.110937,34.027778,0.042188,9.583333,0.025,0.025,0.001061,0.075,0,0,0,0.0125,0.001563,0.000329,0.048419,0.000659,0.000659,0.003125,0.003125,0,0,0,0.000329,0.001563,0.0125,0.001976,0.023386,0.006258,0,4.74375,0.008893,0.009375,0,0,0,0,rad
0.01083,0,0,0,0.147059,0.05744,0.018051,0.003855,0.009025,0.15704,37.620579,0.027076,11.736334,0.044118,0.044118,0.000369,0.029412,0.000386,0,0,0.014706,0.001805,0.000386,0.042406,0.001157,0.001157,0.005415,0.005415,0.00361,0.000771,0.029412,0.000386,0.001805,0.014706,0.000771,0.028142,0.004241,0,4.68231,0.005783,0.00361,0,0,0,0,rad
0.01331,0,0,0,0.025806,0.072444,0.003549,0.000779,0.005324,0.150843,39.703588,0.029281,10.530421,0.03871,0.03871,0.000969,0.051613,0.001753,0.312012,0.000195,0.025806,0.003549,0.000779,0.039533,0.001168,0.001168,0.005324,0.005324,0.000887,0.000195,0.006452,0.000779,0.003549,0.025806,0.001558,0.024732,0.004674,0,4.556344,0.006426,0.007098,0,0,0,0,rad
0.017065,0,0,0,0,0.055497,0,0,0.008532,0.129693,36.62614,0.025597,10.334347,0,0,0.000369,0.069444,0,0.303951,0,0.041667,0.005119,0.00106,0.04065,0,0,0,0,0,0,0,0.00106,0.005119,0.041667,0.001767,0.025451,0.006363,0,4.827645,0.005302,0.008532,0,0,0,0,rad
0.006008,0.000668,0.004237,0.000151,0.09322,0.076003,0.014686,0.003331,0.011348,0.129506,39.504037,0.028705,9.573241,0.042373,0.042373,0.001568,0.110169,0,0.05767,0.000151,0.059322,0.009346,0.00212,0.042998,0.001514,0.001514,0.006676,0.006676,0.000668,0.000151,0.004237,0.00212,0.009346,0.059322,0.003936,0.017562,0.006964,0,4.409212,0.00651,0.017356,0,0,0,0,rad
0.009937,0.002615,0.016026,0.000604,0.096154,0.057153,0.01569,0.003625,0.006799,0.115063,45.908273,0.049163,7.508993,0.025641,0.025641,0.005304,0.012821,0.000121,0.22482,0,0.003205,0.000523,0.000121,0.048453,0.000967,0.000967,0.004184,0.004184,0.002615,0.000604,0.016026,0.000121,0.000523,0.003205,0.000483,0.021025,0.005679,0,4.328452,0.011358,0.002092,0,0,0,0,rad
0.009363,0,0,0,0.037037,0.06898,0.003745,0.000857,0.005618,0.153558,47.108844,0.033708,13.945578,0,0,0.000692,0.037037,0,0.170068,0,0.018519,0.001873,0.000428,0.048843,0,0,0,0,0,0,0,0.000428,0.001873,0.018519,0.000857,0.028278,0.00557,0,4.370787,0.007712,0.003745,0,0,0,0,rad
0.008874,0.001365,0.007407,0.00032,0.074074,0.079629,0.013652,0.003198,0.014334,0.161775,42.363112,0.047782,9.567723,0.051852,0.051852,0.001291,0.118519,0.000959,0.115274,0,0.062963,0.011604,0.002718,0.063799,0.002239,0.002239,0.009556,0.009556,0.004096,0.000959,0.022222,0.002718,0.011604,0.062963,0.005117,0.018388,0.004957,0,4.268942,0.011193,0.021843,0,0,0,0,rad
0.005299,0.000482,0.004065,0.000109,0.02439,0.051153,0.00289,0.000656,0.00289,0.092967,44.918174,0.047688,7.96727,0,0,0.003828,0.03252,0,0.430663,0,0.004065,0.000482,0.000109,0.040223,0,0,0,0,0.001445,0.000328,0.012195,0.000109,0.000482,0.004065,0.000874,0.024046,0.007105,0.002408,4.407033,0.010821,0.003854,0.009259,0,0,0,rad
0.010502,0.000933,0.006163,0.0002,0.212635,0.062118,0.032205,0.006913,0.008635,0.142824,41.366032,0.039673,9.76895,0.026194,0.027735,0.006365,0.135593,0.000802,0.24321,0.000501,0.010786,0.001634,0.000351,0.041479,0.000852,0.000902,0.003967,0.004201,0.000233,0.00005,0.001541,0.000351,0.001634,0.010786,0.004408,0.022643,0.004358,0,4.658576,0.008516,0.020537,0.011696,0.000233,0,0,rad
0.003101,0,0,0,0.141176,0.074322,0.018605,0.004227,0.003101,0.127132,38.767123,0.043411,8.219178,0,0,0.000415,0.058824,0,0.136986,0.000352,0.035294,0.004651,0.001057,0.042268,0,0,0,0,0.00155,0.000352,0.011765,0.001057,0.004651,0.035294,0.001761,0.021134,0.004227,0,4.40155,0.009863,0.007752,0,0,0,0,rad
0.003861,0.001931,0.011628,0.000406,0.023256,0.054811,0.003861,0.000812,0,0.111969,36.092715,0.069498,9.933775,0,0,0.001153,0.011628,0.004466,0.165563,0.002842,0.011628,0.001931,0.000406,0.039383,0,0,0,0,0,0,0,0.000406,0.001931,0.011628,0.000406,0.028827,0.00609,0,4.754826,0.014616,0.001931,0,0,0,0,rad
0.003283,0.001641,0.011173,0.000346,0.145251,0.047808,0.021338,0.004496,0.002872,0.116947,40.751342,0.054986,9.159213,0,0,0.007518,0,0.000605,0.250447,0.000259,0.005587,0.000821,0.000173,0.042967,0,0,0,0,0.000821,0.000173,0.005587,0.000173,0.000821,0.005587,0,0.027406,0.005274,0,4.74641,0.011585,0,0.021127,0,0,0,rad
0.006306,0.0003,0.002137,0.000061,0.038462,0.043749,0.005405,0.001098,0.002102,0.101802,41.02159,0.061261,10.4792,0,0,0.008256,0.002137,0.000671,0.289626,0.000549,0.008547,0.001201,0.000244,0.040515,0,0,0,0,0.008408,0.001708,0.059829,0.000366,0.001802,0.012821,0.000061,0.032827,0.002807,0,4.921622,0.012447,0.0003,0.009756,0,0,0,rad
0.007157,0.000651,0.006711,0.000152,0.040268,0.068876,0.003904,0.000912,0.008458,0.134027,44.60261,0.050748,8.778173,0.040268,0.033557,0.001891,0.006711,0.000152,0,0.000456,0,0,0,0.038163,0.000912,0.00076,0.003904,0.003253,0,0,0,0,0,0,0.000152,0.019158,0.00821,0,4.279115,0.01186,0.000651,0,0,0.006711,0,rad
0.001842,0,0,0,0,0.067034,0,0,0.005525,0.13628,45.150502,0.053407,9.364548,0,0,0.0006,0.054545,0,0.167224,0,0.018182,0.001842,0.000424,0.03776,0,0,0,0,0.003683,0.000849,0.036364,0.000424,0.001842,0.018182,0.001273,0.016546,0.010182,0,4.3407,0.012304,0.005525,0,0,0.036364,0,rad
0.002053,0.004107,0.035088,0.000923,0.105263,0.057657,0.01232,0.002768,0,0.092402,42.463235,0.059548,7.536765,0,0,0.000415,0,0,0,0,0,0,0,0.043358,0,0,0,0,0,0,0,0,0,0,0,0.015683,0.007841,0,4.451745,0.013376,0,0,0,0.017544,0,rad
0.008371,0.001395,0.012658,0.000278,0.113924,0.047831,0.012557,0.002503,0.003837,0.134287,40.433553,0.035926,11.05875,0.015823,0.015823,0.004428,0.025316,0.003268,0.282752,0.000695,0.018987,0.002093,0.000417,0.041435,0.000348,0.000348,0.001744,0.001744,0.003837,0.000765,0.03481,0.000556,0.00279,0.025316,0.000556,0.023012,0.008621,0,5.017091,0.007161,0.00279,0.009174,0,0.015823,0,rad
0.007992,0,0,0,0.134409,0.063248,0.01289,0.002836,0.018304,0.145398,50.952717,0.033256,10.397554,0.005376,0.005376,0.009593,0.002688,0.000057,0.141143,0.00017,0.045699,0.004383,0.000964,0.045947,0.000113,0.000113,0.000516,0.000516,0.001805,0.000397,0.018817,0.001134,0.005156,0.053763,0.000057,0.021272,0.005729,0,4.544728,0.007317,0.000258,0.007519,0,0.002688,0,rad
0.008219,0,0,0,0,0.05728,0,0,0.006849,0.160274,42.650602,0.041096,11.686747,0.03,0.03,0.001291,0.01,0.000847,0.120482,0.000282,0.01,0.00137,0.000282,0.044582,0.000847,0.000847,0.00411,0.00411,0.00137,0.000282,0.01,0.000282,0.00137,0.01,0.000282,0.031038,0.003668,0,4.854795,0.008465,0.00137,0,0,0,0,rad
0.011784,0,0,0,0.01005,0.056141,0.001071,0.000229,0.009641,0.127477,46.999032,0.031066,9.438529,0.015075,0.015075,0.004243,0.01005,0.000458,0.435624,0,0.005025,0.000536,0.000115,0.042163,0.000344,0.000344,0.001607,0.001607,0.005892,0.00126,0.055276,0.000115,0.000536,0.005025,0.000229,0.030247,0.005156,0.000536,4.674879,0.006645,0.001071,0,0,0,0,rad
0.00361,0.000722,0.004673,0.00016,0.070093,0.063707,0.01083,0.002395,0.010108,0.111191,45.403377,0.029603,8.380238,0.084112,0.084112,0.002168,0.014019,0,0.187617,0,0.009346,0.001444,0.000319,0.044547,0.002874,0.002874,0.012996,0.012996,0.001444,0.000319,0.009346,0.000319,0.001444,0.009346,0.000479,0.018841,0.003513,0,4.522022,0.006546,0.002166,0,0,0.023364,0,rad
0.00335,0,0,0,0.215686,0.049169,0.036851,0.007782,0.008375,0.108878,37.339056,0.041876,8.726753,0,0,0.001337,0.04902,0.004952,0.286123,0,0.009804,0.001675,0.000354,0.036788,0,0,0,0,0,0,0,0.000354,0.001675,0.009804,0.001769,0.0237,0.008843,0,4.735343,0.008843,0.008375,0,0,0,0,rad
0.00343,0.000208,0.001889,0.000047,0.035883,0.061076,0.003949,0.000884,0.003326,0.126273,47.383204,0.046664,10.738695,0.00661,0.00661,0.016742,0,0.001303,0.196611,0.000163,0.009443,0.001039,0.000233,0.033179,0.000163,0.000163,0.000727,0.000727,0.001143,0.000256,0.010387,0.000256,0.001143,0.010387,0,0.028409,0.004607,0,4.466743,0.010447,0,0.004587,0,0,0,rad
0.006957,0,0,0,0.102941,0.043675,0.012174,0.002537,0.003478,0.096522,45.101089,0.046087,7.782101,0.007353,0.007353,0.00309,0,0.000181,0.544747,0,0.007353,0.00087,0.000181,0.038057,0.000181,0.000181,0.00087,0.00087,0.00087,0.000181,0.007353,0.000181,0.00087,0.007353,0,0.027546,0.003987,0,4.798261,0.009605,0,0,0,0,0,rad
0.002451,0.004902,0.029851,0.000937,0,0.035597,0,0,0,0.085784,31.157895,0.051471,8.421053,0,0,0.000369,0.089552,0.004215,0,0.001874,0,0,0,0.057611,0,0,0,0,0,0,0,0,0,0,0.00281,0.030913,0.004215,0,5.232843,0.009836,0.014706,0,0,0,0,rad
0.003774,0,0,0,0,0.040253,0,0,0,0.109434,34.333333,0.056604,9,0,0,0.000553,0,0.011839,0.333333,0,0,0,0,0.04341,0,0,0,0,0,0,0,0,0,0,0,0.022099,0.003157,0,4.781132,0.011839,0,0,0,0,0,rad
0.006452,0.003226,0.043478,0.000677,0.086957,0.037238,0.006452,0.001354,0.003226,0.077419,46.246246,0.029032,10.843373,0,0,0.0006,0,0.002031,0,0,0.043478,0.003226,0.000677,0.045362,0,0,0,0,0.003226,0.000677,0.043478,0.000677,0.003226,0.043478,0,0.031144,0.006093,0,4.764516,0.006093,0,0,0,0,0,rad
0.005038,0,0,0,0.029851,0.05234,0.005038,0.001007,0.002519,0.103275,37.5,0.06801,10.583153,0,0,0.000369,0.208955,0.005033,0.431965,0.000503,0.014925,0.002519,0.000503,0.044791,0,0,0,0,0,0,0,0.000503,0.002519,0.014925,0.007046,0.025667,0.005033,0,5.005038,0.013588,0.035264,0,0,0,0,rad
0.000934,0.001868,0.013605,0.000421,0.122449,0.047368,0.016815,0.003789,0.00327,0.089211,45.297741,0.042504,8.377823,0.006803,0.006803,0.004797,0.010204,0.001579,0.328542,0.000842,0.017007,0.002335,0.000526,0.040842,0.000211,0.000211,0.000934,0.000934,0.000934,0.000211,0.006803,0.000526,0.002335,0.017007,0.000316,0.024316,0.006421,0.000467,4.437179,0.009579,0.001401,0.01,0,0,0,rad
0.003132,0.006263,0.060606,0.001282,0.020202,0.035264,0.002088,0.000427,0.003132,0.066806,40.586566,0.042797,6.26186,0,0,0.002721,0.060606,0.000641,0.189753,0.001069,0,0,0,0.037829,0,0,0,0,0.001044,0.000214,0.010101,0,0,0,0.001282,0.030135,0.006625,0,4.884134,0.008763,0.006263,0,0,0,0,rad
